알라딘 전분야 카테고리 (2021.09.27),,,,,,,,,
"카테고리는 거의 변경되지않습니다만, 경우에 따라 새 카테고리가 추가될 수 있습니다. 따라서 현재 카테고리 체계로 개발이 된 서비스에 영향을 미치지는 않습니다.",,,,,,,,,
CID,카테고리명,몰,1Depth,2Depth,3Depth,4Depth,5Depth,,
1230,가정/요리/뷰티,국내도서,가정/요리/뷰티,,,,,,
90452,가계부,국내도서,가정/요리/뷰티,가계부,,,,,
53471,건강요리,국내도서,가정/요리/뷰티,건강요리,,,,,
53489,결혼/가족,국내도서,가정/요리/뷰티,결혼/가족,,,,,
53513,가정의례,국내도서,가정/요리/뷰티,결혼/가족,가정의례,,,,
53511,가족관계,국내도서,가정/요리/뷰티,결혼/가족,가족관계,,,,
53509,결혼생활,국내도서,가정/요리/뷰티,결혼/가족,결혼생활,,,,
53510,부부관계,국내도서,가정/요리/뷰티,결혼/가족,부부관계,,,,
53512,성생활,국내도서,가정/요리/뷰티,결혼/가족,성생활,,,,
53476,나라별 요리,국내도서,가정/요리/뷰티,나라별 요리,,,,,
53495,기타국가 요리,국내도서,가정/요리/뷰티,나라별 요리,기타국가 요리,,,,
53493,이탈리아 요리,국내도서,가정/요리/뷰티,나라별 요리,이탈리아 요리,,,,
53491,일본요리,국내도서,가정/요리/뷰티,나라별 요리,일본요리,,,,
53492,중국요리,국내도서,가정/요리/뷰티,나라별 요리,중국요리,,,,
53494,프랑스 요리,국내도서,가정/요리/뷰티,나라별 요리,프랑스 요리,,,,
53490,한국요리,국내도서,가정/요리/뷰티,나라별 요리,한국요리,,,,
53474,다이어트 요리,국내도서,가정/요리/뷰티,다이어트 요리,,,,,
53478,도시락,국내도서,가정/요리/뷰티,도시락,,,,,
53480,디저트,국내도서,가정/요리/뷰티,디저트,,,,,
53485,뜨개질/바느질/DIY,국내도서,가정/요리/뷰티,뜨개질/바느질/DIY,,,,,
53500,뜨개질/퀼트/십자수/바느질,국내도서,가정/요리/뷰티,뜨개질/바느질/DIY,뜨개질/퀼트/십자수/바느질,,,,
53502,선물포장/리본/비즈,국내도서,가정/요리/뷰티,뜨개질/바느질/DIY,선물포장/리본/비즈,,,,
53503,종이접기/종이공예,국내도서,가정/요리/뷰티,뜨개질/바느질/DIY,종이접기/종이공예,,,,
53501,패션/소품/DIY,국내도서,가정/요리/뷰티,뜨개질/바느질/DIY,패션/소품/DIY,,,,
53473,사찰요리,국내도서,가정/요리/뷰티,사찰요리,,,,,
53484,살림/정리수납,국내도서,가정/요리/뷰티,살림/정리수납,,,,,
53479,샐러드/샌드위치,국내도서,가정/요리/뷰티,샐러드/샌드위치,,,,,
53472,생활요리,국내도서,가정/요리/뷰티,생활요리,,,,,
53482,술/음료/차,국내도서,가정/요리/뷰티,술/음료/차,,,,,
53497,다도/차,국내도서,가정/요리/뷰티,술/음료/차,다도/차,,,,
53496,술,국내도서,가정/요리/뷰티,술/음료/차,술,,,,
53499,음료,국내도서,가정/요리/뷰티,술/음료/차,음료,,,,
53498,커피,국내도서,가정/요리/뷰티,술/음료/차,커피,,,,
53487,원예/조경/텃밭,국내도서,가정/요리/뷰티,원예/조경/텃밭,,,,,
53483,음식 이야기,국내도서,가정/요리/뷰티,음식 이야기,,,,,
53477,이유식,국내도서,가정/요리/뷰티,이유식,,,,,
53475,전문가/연예인/블로거 요리,국내도서,가정/요리/뷰티,전문가/연예인/블로거 요리,,,,,
53481,제과제빵,국내도서,가정/요리/뷰티,제과제빵,,,,,
53486,집/인테리어,국내도서,가정/요리/뷰티,집/인테리어,,,,,
90456,인테리어,국내도서,가정/요리/뷰티,집/인테리어,인테리어,,,,
90455,집짓기,국내도서,가정/요리/뷰티,집/인테리어,집짓기,,,,
53488,패션/뷰티,국내도서,가정/요리/뷰티,패션/뷰티,,,,,
53507,네일/페디,국내도서,가정/요리/뷰티,패션/뷰티,네일/페디,,,,
53504,메이크업,국내도서,가정/요리/뷰티,패션/뷰티,메이크업,,,,
53506,스타일/패션,국내도서,가정/요리/뷰티,패션/뷰티,스타일/패션,,,,
53508,피부미용,국내도서,가정/요리/뷰티,패션/뷰티,피부미용,,,,
53505,헤어,국내도서,가정/요리/뷰티,패션/뷰티,헤어,,,,
55890,건강/취미/레저,국내도서,건강/취미/레저,,,,,,
53516,건강운동,국내도서,건강/취미/레저,건강운동,,,,,
53537,걷기,국내도서,건강/취미/레저,건강운동,걷기,,,,
53538,기/단학,국내도서,건강/취미/레저,건강운동,기/단학,,,,
53539,기타운동,국내도서,건강/취미/레저,건강운동,기타운동,,,,
53536,요가/체조/스트레칭,국내도서,건강/취미/레저,건강운동,요가/체조/스트레칭,,,,
53521,건강정보,국내도서,건강/취미/레저,건강정보,,,,,
53562,건강에세이/건강정보,국내도서,건강/취미/레저,건강정보,건강에세이/건강정보,,,,
55182,기타,국내도서,건강/취미/레저,건강정보,기타,,,,
53558,남성건강,국내도서,건강/취미/레저,건강정보,남성건강,,,,
53719,노인건강,국내도서,건강/취미/레저,건강정보,노인건강,,,,
53560,두뇌건강,국내도서,건강/취미/레저,건강정보,두뇌건강,,,,
53561,성클리닉,국내도서,건강/취미/레저,건강정보,성클리닉,,,,
53559,아동건강,국내도서,건강/취미/레저,건강정보,아동건강,,,,
53557,여성건강,국내도서,건강/취미/레저,건강정보,여성건강,,,,
53556,음식과 건강,국내도서,건강/취미/레저,건강정보,음식과 건강,,,,
53805,지압/마사지,국내도서,건강/취미/레저,건강정보,지압/마사지,,,,
53522,걷기/육상스포츠,국내도서,건강/취미/레저,걷기/육상스포츠,,,,,
53524,골프,국내도서,건강/취미/레저,골프,,,,,
53532,공예,국내도서,건강/취미/레저,공예,,,,,
53568,뜨개질/퀼트/십자수/바느질,국내도서,건강/취미/레저,공예,뜨개질/퀼트/십자수/바느질,,,,
53570,선물포장/리본/비즈,국내도서,건강/취미/레저,공예,선물포장/리본/비즈,,,,
53571,종이접기/종이공예,국내도서,건강/취미/레저,공예,종이접기/종이공예,,,,
53569,패션/소품/DIY,국내도서,건강/취미/레저,공예,패션/소품/DIY,,,,
53525,구기,국내도서,건강/취미/레저,구기,,,,,
54711,기타,국내도서,건강/취미/레저,구기,기타,,,,
54709,농구,국내도서,건강/취미/레저,구기,농구,,,,
54710,야구,국내도서,건강/취미/레저,구기,야구,,,,
54708,축구,국내도서,건강/취미/레저,구기,축구,,,,
161753,글씨 쓰기,국내도서,건강/취미/레저,글씨 쓰기,,,,,
53528,낚시,국내도서,건강/취미/레저,낚시,,,,,
53514,다이어트,국내도서,건강/취미/레저,다이어트,,,,,
53520,대체의학,국내도서,건강/취미/레저,대체의학,,,,,
53529,등산/캠핑,국내도서,건강/취미/레저,등산/캠핑,,,,,
53526,무예/무술,국내도서,건강/취미/레저,무예/무술,,,,,
53530,바둑/장기,국내도서,건강/취미/레저,바둑/장기,,,,,
53534,반려동물,국내도서,건강/취미/레저,반려동물,,,,,
53523,수영/수상스포츠,국내도서,건강/취미/레저,수영/수상스포츠,,,,,
147647,스티커북,국내도서,건강/취미/레저,스티커북,,,,,
53527,스포츠/레저 기타,국내도서,건강/취미/레저,스포츠/레저 기타,,,,,
53567,기타,국내도서,건강/취미/레저,스포츠/레저 기타,기타,,,,
53566,댄스/무용,국내도서,건강/취미/레저,스포츠/레저 기타,댄스/무용,,,,
53565,스키/스노보드,국내도서,건강/취미/레저,스포츠/레저 기타,스키/스노보드,,,,
53564,인라인/자전거,국내도서,건강/취미/레저,스포츠/레저 기타,인라인/자전거,,,,
53533,원예,국내도서,건강/취미/레저,원예,,,,,
53573,꽃꽂이,국내도서,건강/취미/레저,원예,꽃꽂이,,,,
53574,채소재배,국내도서,건강/취미/레저,원예,채소재배,,,,
53572,화훼,국내도서,건강/취미/레저,원예,화훼,,,,
140262,재난/생존/서바이벌,국내도서,건강/취미/레저,재난/생존/서바이벌,,,,,
53517,정신건강,국내도서,건강/취미/레저,정신건강,,,,,
53518,질병치료와 예방,국내도서,건강/취미/레저,질병치료와 예방,,,,,
53540,간,국내도서,건강/취미/레저,질병치료와 예방,간,,,,
53541,고혈압,국내도서,건강/취미/레저,질병치료와 예방,고혈압,,,,
53552,금연/금주/약물중독,국내도서,건강/취미/레저,질병치료와 예방,금연/금주/약물중독,,,,
53718,기타질병,국내도서,건강/취미/레저,질병치료와 예방,기타질병,,,,
53543,눈/코/입/귀,국내도서,건강/취미/레저,질병치료와 예방,눈/코/입/귀,,,,
53544,당뇨병,국내도서,건강/취미/레저,질병치료와 예방,당뇨병,,,,
53545,변비/치질,국내도서,건강/취미/레저,질병치료와 예방,변비/치질,,,,
53553,비뇨기,국내도서,건강/취미/레저,질병치료와 예방,비뇨기,,,,
53542,심장병,국내도서,건강/취미/레저,질병치료와 예방,심장병,,,,
53546,암,국내도서,건강/취미/레저,질병치료와 예방,암,,,,
53547,위장병,국내도서,건강/취미/레저,질병치료와 예방,위장병,,,,
53554,정신질환,국내도서,건강/취미/레저,질병치료와 예방,정신질환,,,,
53548,중풍과 치매,국내도서,건강/취미/레저,질병치료와 예방,중풍과 치매,,,,
53551,탈모,국내도서,건강/취미/레저,질병치료와 예방,탈모,,,,
53549,피부병,국내도서,건강/취미/레저,질병치료와 예방,피부병,,,,
53550,허리/디스크/척추/통증,국내도서,건강/취미/레저,질병치료와 예방,허리/디스크/척추/통증,,,,
53535,취미기타,국내도서,건강/취미/레저,취미기타,,,,,
53578,기타,국내도서,건강/취미/레저,취미기타,기타,,,,
53575,사진/비디오 촬영,국내도서,건강/취미/레저,취미기타,사진/비디오 촬영,,,,
53577,상식,국내도서,건강/취미/레저,취미기타,상식,,,,
53576,서예,국내도서,건강/취미/레저,취미기타,서예,,,,
114987,컬러링북,국내도서,건강/취미/레저,컬러링북,,,,,
53531,퍼즐/스도쿠/퀴즈,국내도서,건강/취미/레저,퍼즐/스도쿠/퀴즈,,,,,
53519,한의학,국내도서,건강/취미/레저,한의학,,,,,
53515,헬스/피트니스,국내도서,건강/취미/레저,헬스/피트니스,,,,,
170,경제경영,국내도서,경제경영,,,,,,
3057,경제학/경제일반,국내도서,경제경영,경제학/경제일반,,,,,
3059,경제사/경제전망,국내도서,경제경영,경제학/경제일반,경제사/경제전망,,,,
3060,세계 경제사/경제전망,국내도서,경제경영,경제학/경제일반,경제사/경제전망,세계 경제사/경제전망,,,
3062,아시아 경제사/경제전망,국내도서,경제경영,경제학/경제일반,경제사/경제전망,아시아 경제사/경제전망,,,
3058,한국 경제사/경제전망,국내도서,경제경영,경제학/경제일반,경제사/경제전망,한국 경제사/경제전망,,,
8586,경제이론/경제사상,국내도서,경제경영,경제학/경제일반,경제이론/경제사상,,,,
3065,경제이야기,국내도서,경제경영,경제학/경제일반,경제이야기,,,,
3140,경제정책/비평,국내도서,경제경영,경제학/경제일반,경제정책/비평,,,,
8587,화폐/금융/재정,국내도서,경제경영,경제학/경제일반,화폐/금융/재정,,,,
2172,기업 경영,국내도서,경제경영,기업 경영,,,,,
3103,경영 일반,국내도서,경제경영,기업 경영,경영 일반,,,,
2173,경영전략/혁신,국내도서,경제경영,기업 경영,경영전략/혁신,,,,
274,무역,국내도서,경제경영,기업 경영,무역,,,,
284,생산/품질/물류관리,국내도서,경제경영,기업 경영,생산/품질/물류관리,,,,
8593,서비스/고객관리,국내도서,경제경영,기업 경영,서비스/고객관리,,,,
247,세무/재무/회계,국내도서,경제경영,기업 경영,세무/재무/회계,,,,
282,조직/인력/성과관리,국내도서,경제경영,기업 경영,조직/인력/성과관리,,,,
3069,e-비즈니스,국내도서,경제경영,기업 경영,e-비즈니스,,,,
2028,기업/경영자 스토리,국내도서,경제경영,기업/경영자 스토리,,,,,
853,국내 기업/경영자,국내도서,경제경영,기업/경영자 스토리,국내 기업/경영자,,,,
852,국외 기업/경영자,국내도서,경제경영,기업/경영자 스토리,국외 기업/경영자,,,,
854,벤처/인터넷 기업/경영자,국내도서,경제경영,기업/경영자 스토리,벤처/인터넷 기업/경영자,,,,
261,마케팅/세일즈,국내도서,경제경영,마케팅/세일즈,,,,,
268,광고/홍보/PR,국내도서,경제경영,마케팅/세일즈,광고/홍보/PR,,,,
273,네트워크 마케팅,국내도서,경제경영,마케팅/세일즈,네트워크 마케팅,,,,
1632,마케팅/브랜드,국내도서,경제경영,마케팅/세일즈,마케팅/브랜드,,,,
55058,모바일/SNS,국내도서,경제경영,마케팅/세일즈,모바일/SNS,,,,
2169,영업/세일즈,국내도서,경제경영,마케팅/세일즈,영업/세일즈,,,,
263,트렌드/미래예측,국내도서,경제경영,마케팅/세일즈,트렌드/미래예측,,,,
172,재테크/투자,국내도서,경제경영,재테크/투자,,,,,
141092,가상/암호화폐,국내도서,경제경영,재테크/투자,가상/암호화폐,,,,
11502,보험,국내도서,경제경영,재테크/투자,보험,,,,
175,부동산/경매,국내도서,경제경영,재테크/투자,부동산/경매,,,,
11501,세금,국내도서,경제경영,재테크/투자,세금,,,,
2225,재테크/투자 일반,국내도서,경제경영,재테크/투자,재테크/투자 일반,,,,
174,주식/펀드,국내도서,경제경영,재테크/투자,주식/펀드,,,,
177,창업/취업/은퇴,국내도서,경제경영,창업/취업/은퇴,,,,,
3048,벤처/스타트업/인터넷창업,국내도서,경제경영,창업/취업/은퇴,벤처/스타트업/인터넷창업,,,,
32828,은퇴설계,국내도서,경제경영,창업/취업/은퇴,은퇴설계,,,,
180,창업정보,국내도서,경제경영,창업/취업/은퇴,창업정보,,,,
249,취업정보,국내도서,경제경영,창업/취업/은퇴,취업정보,,,,
3049,CEO/비즈니스맨을 위한 능력계발,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,,,,,
3104,간부학/리더십,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,간부학/리더십,,,,
2408,기획/정보/문서관리,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,기획/정보/문서관리,,,,
3101,성공학/경력관리,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,성공학/경력관리,,,,
11503,시간관리,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,시간관리,,,,
6189,화술/협상/프레젠테이션,국내도서,경제경영,CEO/비즈니스맨을 위한 능력계발,화술/협상/프레젠테이션,,,,
76001,고등학교참고서,국내도서,고등학교참고서,,,,,,
77021,고등-문제집,국내도서,고등학교참고서,고등-문제집,,,,,
77129,과학탐구,국내도서,고등학교참고서,고등-문제집,과학탐구,,,,
77125,국어영역,국내도서,고등학교참고서,고등-문제집,국어영역,,,,
77130,기타영역,국내도서,고등학교참고서,고등-문제집,기타영역,,,,
77128,사회탐구,국내도서,고등학교참고서,고등-문제집,사회탐구,,,,
131522,수학영역,국내도서,고등학교참고서,고등-문제집,수학영역,,,,
77127,영어영역,국내도서,고등학교참고서,고등-문제집,영어영역,,,,
124815,한국사,국내도서,고등학교참고서,고등-문제집,한국사,,,,
77027,고등영어전문교재,국내도서,고등학교참고서,고등영어전문교재,,,,,
77028,단어/숙어,국내도서,고등학교참고서,고등영어전문교재,단어/숙어,,,,
77030,독해/작문,국내도서,고등학교참고서,고등영어전문교재,독해/작문,,,,
77031,말하기/듣기,국내도서,고등학교참고서,고등영어전문교재,말하기/듣기,,,,
77029,문법,국내도서,고등학교참고서,고등영어전문교재,문법,,,,
77032,NEAT(국가영어능력평가),국내도서,고등학교참고서,고등영어전문교재,NEAT(국가영어능력평가),,,,
77020,고등-자습서,국내도서,고등학교참고서,고등-자습서,,,,,
77135,과학,국내도서,고등학교참고서,고등-자습서,과학,,,,
77131,국어,국내도서,고등학교참고서,고등-자습서,국어,,,,
77136,기타,국내도서,고등학교참고서,고등-자습서,기타,,,,
77134,사회문화,국내도서,고등학교참고서,고등-자습서,사회문화,,,,
77133,수학,국내도서,고등학교참고서,고등-자습서,수학,,,,
77132,영어,국내도서,고등학교참고서,고등-자습서,영어,,,,
77026,고등학교 출판사별,국내도서,고등학교참고서,고등학교 출판사별,,,,,
77045,개념원리수학,국내도서,고등학교참고서,고등학교 출판사별,개념원리수학,,,,
77331,개념원리_RPM(고등),국내도서,고등학교참고서,고등학교 출판사별,개념원리수학,개념원리_RPM(고등),,,
77333,개념원리_기본서(고등),국내도서,고등학교참고서,고등학교 출판사별,개념원리수학,개념원리_기본서(고등),,,
144621,9교시수학,국내도서,고등학교참고서,고등학교 출판사별,개념원리수학,9교시수학,,,
148823,RPM HighQ,국내도서,고등학교참고서,고등학교 출판사별,개념원리수학,RPM HighQ,,,
77050,꿈을담는틀,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,,,,
123356,캐치-E,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,캐치-E,,,
113029,완성(고등),국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,완성(고등),,,
113030,절대개념(고등),국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,절대개념(고등),,,
115077,보카콕(고등),국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,보카콕(고등),,,
115081,꿈틀고등,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,꿈틀고등,,,
131120,국어는꿈틀,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,국어는꿈틀,,,
77308,모든것(고등),국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,모든것(고등),,,
77314,시크릿,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,시크릿,,,
77316,수능클릭,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,수능클릭,,,
77317,엑설런트명강,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,엑설런트명강,,,
121574,명강,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,명강,,,
155744,밥,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,밥,,,
155745,고난도 신유형,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,고난도 신유형,,,
140038,기본완성,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,기본완성,,,
140079,듀얼수학,국내도서,고등학교참고서,고등학교 출판사별,꿈을담는틀,듀얼수학,,,
77419,하이탑 과학(고등),국내도서,고등학교참고서,고등학교 출판사별,동아출판,하이탑 과학(고등),,,
77420,뜯어먹는 영단어/숙어,국내도서,고등학교참고서,고등학교 출판사별,동아출판,뜯어먹는 영단어/숙어,,,
175849,빠작국어(고등),국내도서,고등학교참고서,고등학교 출판사별,동아출판,빠작국어(고등),,,
149832,싸플(고등),국내도서,고등학교참고서,고등학교 출판사별,동아출판,싸플(고등),,,
149833,날선유형 수학,국내도서,고등학교참고서,고등학교 출판사별,동아출판,날선유형 수학,,,
149835,올쏘(고등),국내도서,고등학교참고서,고등학교 출판사별,동아출판,올쏘(고등),,,
149836,절대등급 수학,국내도서,고등학교참고서,고등학교 출판사별,동아출판,절대등급 수학,,,
164681,날선유형 스타트,국내도서,고등학교참고서,고등학교 출판사별,동아출판,날선유형 스타트,,,
164682,올쏘 내신강자,국내도서,고등학교참고서,고등학교 출판사별,동아출판,올쏘 내신강자,,,
164683,날선개념 수학,국내도서,고등학교참고서,고등학교 출판사별,동아출판,날선개념 수학,,,
164684,수프림 영어,국내도서,고등학교참고서,고등학교 출판사별,동아출판,수프림 영어,,,
77035,동아출판,국내도서,고등학교참고서,고등학교 출판사별,동아출판,,,,
77038,디딤돌,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,,,,
90208,단권화,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,단권화,,,
155877,독해가 되는,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,독해가 되는,,,
155878,듣기는 실전이다,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,듣기는 실전이다,,,
155879,실전특강,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,실전특강,,,
155882,원포인트,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,원포인트,,,
121968,단톡,국내도서,고등학교참고서,고등학교 출판사별,디딤돌,단톡,,,
127588,미니모의고사,국내도서,고등학교참고서,고등학교 출판사별,마더텅,미니모의고사,,,
122773,학평기출문제집,국내도서,고등학교참고서,고등학교 출판사별,마더텅,학평기출문제집,,,
155885,수능형 MP3,국내도서,고등학교참고서,고등학교 출판사별,마더텅,수능형 MP3,,,
155886,수능기출 문제집(까만책),국내도서,고등학교참고서,고등학교 출판사별,마더텅,수능기출 문제집(까만책),,,
155887,수능기출 모의고사(빨간책),국내도서,고등학교참고서,고등학교 출판사별,마더텅,수능기출 모의고사(빨간책),,,
186289,1등급 어휘력,국내도서,고등학교참고서,고등학교 출판사별,마더텅,1등급 어휘력,,,
186290,수능기출 300제,국내도서,고등학교참고서,고등학교 출판사별,마더텅,수능기출 300제,,,
77048,마더텅,국내도서,고등학교참고서,고등학교 출판사별,마더텅,,,,
77062,메가스터디북스,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,,,,
155895,절대평가 큐,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,절대평가 큐,,,
172373,메가헤르츠 수학,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,메가헤르츠 수학,,,
178796,기출분석서,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,기출분석서,,,
122096,자격,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,자격,,,
155891,개념백과,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,개념백과,,,
155892,CPR 수학,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,CPR 수학,,,
155894,수능영단어,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,수능영단어,,,
79405,메가스터디 N제,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,메가스터디 N제,,,
177803,EBS분석노트,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,EBS분석노트,,,
177804,예비기출분석서,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,예비기출분석서,,,
173593,메가실전모의고사,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,메가실전모의고사,,,
106981,듣기모의고사,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,듣기모의고사,,,
157751,수력ON(고등),국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,수력ON(고등),,,
87480,분석노트,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,EBS분석노트,분석노트,,
155890,변형N제,국내도서,고등학교참고서,고등학교 출판사별,메가스터디북스,EBS분석노트,변형N제,,
147545,유형중심(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,유형중심(고등),,,
147546,NEW올리드,국내도서,고등학교참고서,고등학교 출판사별,미래엔,NEW올리드,,,
163595,수능주도권,국내도서,고등학교참고서,고등학교 출판사별,미래엔,수능주도권,,,
77413,올리드(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,올리드(고등),,,
79096,파사쥬,국내도서,고등학교참고서,고등학교 출판사별,미래엔,파사쥬,,,
113892,1등급만들기,국내도서,고등학교참고서,고등학교 출판사별,미래엔,1등급만들기,,,
147553,손쉬운,국내도서,고등학교참고서,고등학교 출판사별,미래엔,손쉬운,,,
123329,N기출_수능,국내도서,고등학교참고서,고등학교 출판사별,미래엔,N기출_수능,,,
135443,수학중심(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,수학중심(고등),,,
165046,룩(LOOK),국내도서,고등학교참고서,고등학교 출판사별,미래엔,룩(LOOK),,,
158841,올리드 시험직보(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,올리드 시험직보(고등),,,
158842,그래머바이트(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,그래머바이트(고등),,,
158843,리딩바이트(고등),국내도서,고등학교참고서,고등학교 출판사별,미래엔,리딩바이트(고등),,,
158844,워드바이트,국내도서,고등학교참고서,고등학교 출판사별,미래엔,워드바이트,,,
77037,미래엔,국내도서,고등학교참고서,고등학교 출판사별,미래엔,,,,
77056,비상교육,국내도서,고등학교참고서,고등학교 출판사별,비상교육,,,,
108539,한끝국어영역,국내도서,고등학교참고서,고등학교 출판사별,비상교육,한끝(고등),한끝국어영역,,
108540,한끝영어영역,국내도서,고등학교참고서,고등학교 출판사별,비상교육,한끝(고등),한끝영어영역,,
108541,한끝사회탐구,국내도서,고등학교참고서,고등학교 출판사별,비상교육,한끝(고등),한끝사회탐구,,
108543,고등과학,국내도서,고등학교참고서,고등학교 출판사별,비상교육,오투과학(고등),고등과학,,
108544,과학탐구,국내도서,고등학교참고서,고등학교 출판사별,비상교육,오투과학(고등),과학탐구,,
162754,지금필수(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,지금필수(고등),,,
77289,개념+유형(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,개념+유형(고등),,,
77290,오투과학(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,오투과학(고등),,,
114027,단기특강,국내도서,고등학교참고서,고등학교 출판사별,비상교육,단기특강,,,
162817,Full수록,국내도서,고등학교참고서,고등학교 출판사별,비상교육,Full수록,,,
77286,완자(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,완자(고등),,,
77287,내공의힘(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,내공의힘(고등),,,
77288,한끝(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,한끝(고등),,,
150358,만렙수학(고등),국내도서,고등학교참고서,고등학교 출판사별,비상교육,만렙수학(고등),,,
177997,완자기출픽,국내도서,고등학교참고서,고등학교 출판사별,비상교육,완자기출픽,,,
77299,수학의정석_기본편,국내도서,고등학교참고서,고등학교 출판사별,성지출판,수학의정석_기본편,,,
77301,수학의정석_실력편,국내도서,고등학교참고서,고등학교 출판사별,성지출판,수학의정석_실력편,,,
77053,성지출판,국내도서,고등학교참고서,고등학교 출판사별,성지출판,,,,
133744,XiP수학영역,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,XiP수학영역,,
143849,XiP사회탐구영역,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,XiP사회탐구영역,,
143850,XiP과학탐구영역,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,XiP과학탐구영역,,
132730,XiP영어영역,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,XiP영어영역,,
132731,XiP국어영역,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,XiP국어영역,,
148841,최강적중 파이널,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,최강적중 파이널,,,
118732,일등급수학(고등),국내도서,고등학교참고서,고등학교 출판사별,수경출판사,일등급수학(고등),,,
119614,수력충전(고등),국내도서,고등학교참고서,고등학교 출판사별,수경출판사,수력충전(고등),,,
133066,절대평가,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,절대평가,,,
133067,결정적보카,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,결정적보카,,,
179268,자이 비문학 독해,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이 비문학 독해,,,
77260,자이프리미엄,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이프리미엄,,,
124734,형상기억(고등),국내도서,고등학교참고서,고등학교 출판사별,수경출판사,형상기억(고등),,,
161193,개념이지,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,개념이지,,,
131524,바른개념수학,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,바른개념수학,,,
122318,키워드 국어,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,키워드 국어,,,
79143,자이스토리,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,자이스토리,,,
179182,심플 자이스토리,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,심플 자이스토리,,,
152131,문제로보카,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,문제로보카,,,
152132,고난도 1등급,국내도서,고등학교참고서,고등학교 출판사별,수경출판사,고난도 1등급,,,
